Sex,Length,Diameter,Height,Shell Mass,Visceral Fat Mass,Body Fat Mass,Age
M,1.3,1.05,0.4,8.17883075,4.4508715,7.2291225,11
M,1.375,1.0875,0.3625,7.2291225,5.42892925,9.298636,15
I,0.9625,0.7375,0.2125,2.4097075,1.63009625,2.9199985,7
F,1.6125,1.25,0.5625,11.623295,11.49572225,16.6411565,15
F,1.25,0.9875,0.35,6.80388,4.989512,8.97261675,10
I,0.875,0.65,0.2125,1.70097,0.97805775,1.99863975,10
F,1.525,1.175,0.4,8.221355,6.690482,13.96212875,8
F,1.1875,0.9,0.3125,3.96893,2.2963095,4.80524025,9
M,1.5,1.1625,0.45,8.66077225,8.9300925,14.58581775,8
M,1.375,1.0625,0.3875,9.4970825,6.8889285,7.86698625,13
M,1.6,1.4375,0.4375,12.45960525,7.540967,17.7184375,11
M,1.475,1.175,0.45,10.20582,7.95203475,11.92096475,13
F,1.6375,1.2625,0.4875,10.2908685,10.78698475,19.504456,11
M,1.4875,1.1625,0.375,7.427569,5.00368675,12.28950825,9
I,1.3,1.025,0.275,5.216308,2.59397925,6.13766675,8
M,1.1375,0.9375,0.3125,4.6776675,2.891649,6.10931725,7
I,1.2125,0.925,0.35,4.15320175,2.494756,6.87475375,8
I,0.9875,0.75,0.225,2.1829115,1.77184375,3.92640575,5
M,1.7625,1.3875,0.5375,14.968536,10.8578585,29.66775175,11
M,1.8,1.4625,0.55,13.5794105,12.700576,25.95396725,11
F,1.45,1.125,0.4875,6.3786375,4.9044635,11.43902325,9
I,1.2125,0.9125,0.2625,5.159609,3.4869885,5.5281525,8
F,1.2625,1.025,0.375,6.0951425,3.78465825,6.8889285,17
F,1.5375,1.175,0.4375,9.07184,9.7238785,14.55746825,14
I,1.15,0.925,0.3,3.81300775,3.061746,7.49844275,6
I,0.8375,0.6125,0.225,1.360776,1.14815475,2.721552,7
I,1.2,0.8375,0.3125,4.1106775,3.10427025,6.973977,7
I,1.1625,0.85,0.275,3.2034935,2.0695135,4.03980375,11
M,1.55,1.3125,0.3875,9.922325,5.57067675,12.870673,10
I,1.1125,0.9,0.275,3.96893,2.16873675,5.159609,9
M,1.5875,1.2,0.475,11.90679,8.5898985,16.51358375,15
I,0.775,0.5375,0.1875,1.020582,0.77961125,1.60174675,7
M,1.5375,1.275,0.375,9.07184,9.39785925,15.4504775,9
M,1.4375,1.1125,0.35,6.7188315,3.98310475,9.2135875,10
M,1.2875,1.1375,0.3375,6.6621325,4.60679375,8.3631025,9
F,1.5,1.1875,0.3875,9.08601475,4.80524025,18.5122235,10
I,1,0.8,0.2375,2.4664065,1.5025235,5.499803,6
M,1.525,1.1875,0.4125,8.9300925,6.25106475,12.133586,15
I,1.15,0.8625,0.2625,3.58621175,2.67902775,5.556502,7
F,1.525,1.25,0.45,9.48290775,10.58853825,14.69921575,9
M,1.0375,0.8125,0.35,4.082328,2.87747425,4.35164825,10
M,1.5,1.25,0.4,9.355335,4.91863825,11.32562525,19
I,1.1625,0.8875,0.3,3.96893,2.8066005,6.73300625,8
F,1.6625,1.3125,0.45,12.927372,6.4920355,19.220961,14
M,1.15,0.9125,0.3125,4.479221,2.67902775,5.37223025,10
M,1.3625,1.125,0.4,10.3475675,4.37999775,8.29222875,16
I,0.9,0.6625,0.1875,1.530873,0.9922325,2.22543575,6
M,1.6125,1.275,0.4,9.7805775,6.76135575,15.762322,11
I,1.1,0.9125,0.2875,4.15320175,2.381358,6.90310325,9
I,0.9,0.7125,0.2625,2.1262125,1.6159215,2.59397925,7
F,1.6875,1.275,0.4875,11.24057675,9.00096625,17.13727275,10
M,1.85,1.3375,0.4625,9.4970825,12.77144975,20.808533,13
M,1.7375,1.325,0.475,12.8990225,12.360382,21.61649375,11
F,1.5625,1.225,0.475,10.92873225,11.63746975,21.16290175,11
M,1.3375,1.0875,0.3875,7.087375,5.0178615,9.68135425,13
M,1.625,1.3125,0.475,11.24057675,10.44679075,22.0275615,11
M,1.7,1.2875,0.425,11.1980525,8.674947,23.85610425,11
M,1.35,1.05,0.3375,6.6621325,5.08873525,9.87980075,11
I,1.125,0.875,0.3625,4.69184225,2.83495,5.91087075,15
I,1.275,1,0.3125,4.32329875,3.38776525,7.41339425,9
F,1.5,1.1375,0.3625,7.6260155,4.86193925,11.8784405,10
I,0.925,0.6875,0.225,1.644271,1.11980525,2.721552,7
M,1.125,0.825,0.2625,3.6570855,2.324659,7.29999625,8
M,1.4125,1.1375,0.425,9.07184,4.422522,9.695529,18
F,1.125,0.8875,0.2625,4.1106775,3.30271675,6.7188315,8
I,0.725,0.525,0.175,0.850485,0.58116475,1.360776,5
M,1.4625,1.15,0.3625,6.6621325,5.17378375,13.551061,9
M,1.7875,1.3625,0.45,12.7289255,9.8372765,24.6924145,10
M,1.375,1.1,0.4,7.654365,5.6982495,13.16834275,8
F,1.175,0.8875,0.35,4.309124,2.6932025,4.32329875,12
I,0.6875,0.5125,0.175,0.89300925,0.5386405,14.0330025,5
I,1.2875,1,0.3,4.819415,5.0745605,7.66853975,13
M,1.6625,1.3125,0.4375,10.0073735,10.90038275,18.80989325,11
M,1.0375,0.8625,0.3375,4.195726,1.984465,3.628736,13
M,1.5875,1.25,0.45,10.9712565,6.56290925,12.48795475,9
M,1.45,1.1375,0.4875,12.5021295,12.076887,26.7902775,9
M,0.725,0.5625,0.2,1.2757275,0.737087,1.51669825,10
M,1.5,1.1875,0.375,8.80251975,6.22271525,10.942907,10
F,1.5375,1.1875,0.425,6.64795775,6.973977,15.3937785,9
I,0.6375,0.4875,0.1375,0.5953395,0.4819415,0.80796075,4
I,0.875,0.65,0.225,1.63009625,1.00640725,2.041164,7
F,1.5,1.1625,0.4125,7.427569,6.973977,8.7599955,12
M,1.45,1.1625,0.4,10.30504325,7.37087,8.9300925,12
F,1.175,0.9375,0.2625,3.685435,4.025629,6.577084,11
I,1.45,1.0625,0.3625,7.29999625,4.55009475,10.7444605,11
M,1.25,1,0.3125,5.17378375,3.40194,9.525432,7
I,1.4375,1.125,0.375,6.0951425,4.706017,12.7289255,10
I,1.0875,0.825,0.2375,2.50893075,2.1262125,6.2085405,6
I,0.9375,0.725,0.2375,1.7293195,1.1623295,2.721552,5
M,1.275,1.025,0.3875,10.75863525,8.2497045,16.1308655,9
I,1.0375,0.825,0.225,2.551455,2.2963095,4.819415,6
F,1.45,1.125,0.5875,11.1980525,5.839997,8.50485,14
F,1.4875,1.2,0.4,9.07184,8.391452,14.81261375,8
F,1.6375,1.35,0.5375,12.587178,8.391452,19.7029025,11
I,1.2125,0.95,0.3125,4.53592,3.345241,6.27941425,8
I,1.375,1.0375,0.375,6.690482,4.989512,10.02154825,10
M,1.5,1.175,0.325,8.448151,6.2085405,11.9918385,9
M,1.175,0.9375,0.3,4.7910655,2.65067825,7.540967,8
I,0.675,0.5125,0.1875,0.86465975,0.8788345,1.6726205,4
M,1.5625,1.3,0.4375,9.82310175,9.128539,19.5895045,10
I,1.15,0.9125,0.275,4.252425,2.891649,4.97533725,8
I,1.075,0.85,0.2625,3.04757125,2.11203775,6.76135575,6
M,1.7125,1.3625,0.5125,13.0691195,11.793392,23.09066775,9
F,1.2,0.95,0.3625,6.520385,3.9972795,6.577084,12
F,1.525,1.1625,0.4,7.93786,7.12989925,13.70698325,10
M,1.6625,1.3375,0.5625,25.0893075,11.0846545,21.36134825,27
F,1.0875,0.9875,0.2625,3.685435,2.778251,3.855532,9
M,1.55,1.275,0.4375,11.056305,6.76135575,16.20173925,10
F,1.5875,1.2125,0.4125,9.62465525,8.68912175,15.97494325,11
M,1.2375,0.975,0.375,7.654365,5.3580555,9.31281075,14
M,1.2125,0.9125,0.3875,8.8733935,6.47786075,12.00601325,8
F,1.4625,1.1375,0.4125,8.9300925,7.07320025,9.7805775,12
M,1.2875,0.9875,0.3,4.876114,3.86970675,8.0796075,9
I,0.6,0.4375,0.1125,0.56699,0.66621325,0.89300925,5
F,1.7625,1.425,0.4625,13.834556,10.56018875,21.1770765,10
F,1.425,1.1125,0.3625,6.23689,6.1518415,11.679994,8
F,1.5875,1.225,0.425,10.77281,7.55514175,15.26620575,9
I,0.5375,0.425,0.1375,0.56699,0.396893,0.58116475,6
I,1.375,1.05,0.3875,5.8116475,5.11708475,14.0330025,9
I,1.05,0.775,0.2375,2.494756,1.4458245,3.55786225,6
M,1.425,1.1,0.2375,6.6621325,6.27941425,9.62465525,8
I,1.0125,0.7625,0.225,2.6932025,1.63009625,3.231843,7
F,1.8,1.375,0.45,12.3320325,9.2135875,18.0586315,10
F,1.25,0.95,0.3875,5.8116475,4.0539785,6.81805475,17
M,1.525,1.225,0.375,10.20582,5.74077375,12.0485375,23
F,1.4625,1.125,0.4,7.087375,8.15048125,14.16057525,10
I,0.7875,0.575,0.225,1.13398,1.13398,1.2190285,7
I,1.3125,1,0.3625,4.9611625,4.5075705,7.030676,9
M,1.625,1.2875,0.4375,14.8834875,7.711064,15.01106025,20
I,0.875,0.6625,0.2125,1.587572,0.963883,2.19708625,6
F,1.625,1.3625,0.4375,14.0330025,9.241937,16.726205,10
F,1.725,1.3125,0.475,11.90679,11.07047975,18.21455375,12
M,1.625,1.3125,0.475,11.1980525,11.35397475,17.76096175,14
M,1.5625,1.2625,0.4625,10.02154825,6.81805475,14.74174,10
M,1.575,1.225,0.425,9.6104805,7.7394135,14.89766225,11
M,1.2125,0.8875,0.3,3.96893,4.57844425,6.0951425,10
F,1.35,1.1,0.3375,8.50485,6.2652395,6.76135575,17
M,1.2625,1.0125,0.35,8.0796075,4.932813,7.55514175,12
M,1.7,1.3,0.4125,11.509897,7.9095105,20.525038,11
M,0.875,0.6625,0.225,1.927766,1.190679,1.63009625,12
M,1.65,1.25,0.4125,9.6671795,7.6260155,18.9091165,9
M,1.3875,1.1375,0.4,8.3064035,6.463686,11.12717875,13
M,1.3375,1.1,0.4125,8.50485,5.10291,7.9095105,10
I,1.2375,0.95,0.3625,6.010094,2.778251,4.9611625,13
M,1.5625,1.225,0.4125,9.42620875,7.41339425,13.87708025,11
M,1.3625,1.05,0.35,7.2291225,3.685435,7.01650125,22
M,1.15,0.9375,0.325,5.5281525,3.3735905,7.10154975,9
F,1.3125,1.0625,0.3625,6.80388,5.9250455,9.48290775,15
F,1.6125,1.275,0.4,8.9300925,7.824462,16.48523425,9
F,1.3125,1.0375,0.375,7.654365,4.8477645,6.67630725,13
I,1.6,1.225,0.3375,8.29222875,7.10154975,13.834556,10
F,1.5,1.1625,0.3875,7.93786,7.087375,13.48018725,11
F,1.5,1.2,0.45,9.2135875,6.95980225,12.74310025,10
I,1.3,1.025,0.35,5.51397775,3.6570855,9.62465525,10
F,1.5875,1.3125,0.45,10.2908685,9.015141,17.973583,11
M,1.6375,1.275,0.5375,11.89261525,11.60912025,25.18853075,11
F,1.5875,1.275,0.425,10.035723,7.6827145,15.081934,9
F,1.4875,1.175,0.3875,8.788345,7.6260155,15.365429,9
M,1.6,1.225,0.3875,9.63883,7.6260155,13.5227115,9
F,1.3,1.0375,0.3625,8.0796075,4.89028875,9.42620875,10
M,0.975,0.7,0.3125,4.0539785,2.70737725,8.60407325,7
M,1.7,1.35,0.3875,10.886208,10.7444605,19.0225145,10
M,1.65,1.325,0.4875,14.0330025,9.34116025,18.44134975,10
I,1.05,0.7625,0.275,2.70737725,2.22543575,2.664853,9
F,1.225,0.925,0.35,5.5281525,3.2601925,6.8889285,10
I,1.35,1.05,0.35,5.62737575,4.5075705,10.19164525,8
F,1.175,0.875,0.3625,5.10291,3.50116325,5.3013565,11
F,1.6,1.225,0.45,8.6465975,9.8372765,18.5122235,9
M,1.275,0.975,0.3375,5.386405,4.12485225,11.15552825,8
M,1.3375,1.0375,0.3375,6.70465675,4.7910655,8.97261675,8
I,1.15,0.875,0.2875,3.33106625,2.778251,5.10291,7
I,0.45,0.3125,0.0875,0.24097075,0.15592225,0.26932025,4
M,1.0125,0.775,0.25,3.118445,2.59397925,4.9044635,7
M,0.4375,0.3375,0.1,0.283495,0.21262125,0.3118445,5
F,1.675,1.3625,0.4,14.0330025,7.27164675,16.96717575,15
M,0.8375,0.6625,0.2375,1.984465,1.06310625,2.25378525,9
M,0.8375,0.6375,0.1875,1.6159215,0.97805775,1.74349425,8
M,1.4625,1.125,0.375,7.1157245,8.0229085,11.49572225,11
M,1.3875,1.1,0.3375,7.93786,5.96756975,10.78698475,13
I,1.4375,1.1125,0.4,6.80388,5.48562825,12.757275,9
I,0.725,0.525,0.15,0.9922325,0.623689,1.17650425,5
M,1.6125,1.25,0.45,12.4454305,6.87475375,16.96717575,11
I,0.9,0.65,0.2,1.70097,0.89300925,2.097863,5
I,1.3625,1.075,0.325,5.82582225,4.3374735,10.149121,8
F,1.6125,1.3,0.4375,10.0640725,7.55514175,18.9091165,10
F,1.475,1.1625,0.4,8.3631025,7.15824875,14.344847,13
I,1.2,0.925,0.3125,4.9611625,2.93417325,5.0745605,9
I,1.0875,0.85,0.2875,3.24601775,2.211261,5.17378375,6
M,1.4125,0.975,0.3125,4.77689075,3.685435,9.979024,11
I,1.1375,0.8625,0.2625,3.572037,2.14038725,4.649318,8
I,0.825,0.65,0.2125,1.5592225,1.20485375,2.59397925,7
F,1.6,1.1875,0.35,8.788345,6.50621025,13.87708025,8
I,0.9625,0.7125,0.225,1.984465,1.871067,2.65067825,6
I,0.6625,0.525,0.15,0.850485,0.623689,1.20485375,5
F,1.2625,1,0.3125,4.9611625,3.685435,6.973977,7
M,1.4375,1.15,0.4125,6.76135575,6.98815175,11.35397475,8
I,0.7,0.525,0.2125,0.963883,0.680388,1.17650425,5
I,0.8375,0.625,0.1875,1.26155275,1.077281,2.67902775,7
M,1.5875,1.225,0.4375,11.1980525,7.66853975,17.6617385,11
M,1.55,1.1625,0.475,10.0640725,9.00096625,16.17338975,11
F,1.4375,1.2125,0.4125,8.50485,7.484268,11.8784405,14
M,1.25,0.9125,0.325,4.35164825,3.07592075,8.7599955,9
F,1.35,0.9625,0.35,6.70465675,3.288542,9.25611175,10
I,0.8375,0.6125,0.225,1.70097,1.13398,1.68679525,6
I,0.625,0.45,0.15,0.63786375,0.4819415,0.793786,5
M,1.45,1.125,0.3875,6.93145275,5.59902625,9.1001895,8
I,0.5375,0.375,0.075,0.283495,0.1417475,0.32601925,5
I,0.6375,0.4625,0.1625,0.56699,0.46776675,0.86465975,4
I,0.925,0.7,0.2125,1.757669,0.9922325,3.10427025,6
F,1.0125,0.8125,0.275,3.3168915,1.7860185,4.2807745,9
M,1.55,1.1875,0.4875,10.61688775,9.53960675,16.82542825,10
I,0.9625,0.725,0.225,2.26796,1.40330025,2.42388225,7
F,1.25,1,0.375,8.3631025,3.175144,7.7394135,13
M,1.2875,1,0.35,4.762716,4.1106775,8.164656,9
M,0.7375,0.5625,0.225,1.417475,1.304077,1.360776,9
I,1,0.7625,0.25,2.45223175,1.77184375,4.989512,7
F,1.6875,1.3375,0.55,12.8423235,12.06271225,17.50581625,14
M,0.9875,0.7,0.2,2.551455,1.871067,2.82077525,12
M,0.7125,0.5375,0.1875,0.9922325,0.6520385,1.17650425,5
I,0.9125,0.675,0.2125,1.8427175,0.92135875,2.31048425,6
M,1.575,1.2625,0.3875,9.2135875,6.406987,13.947954,11
F,1.8875,1.5625,0.525,19.23513575,14.5432935,33.92017675,11
I,1.4375,1.075,0.325,6.23689,5.68407475,8.20718025,8
M,1.2875,1,0.35,5.2446575,5.216308,8.37727725,16
F,1.525,1.2125,0.525,14.5999925,6.25106475,15.1669825,20
M,1.5625,1.175,0.425,11.18387775,7.27164675,13.05494475,11
M,1.4125,1.1375,0.4625,10.6310625,4.46504625,10.035723,16
M,1.775,1.4125,0.5,12.757275,9.1001895,20.014747,11
M,1.5375,1.1875,0.4375,8.8166945,7.3992195,17.10892325,9
F,1.4875,1.1625,0.3875,8.6465975,3.175144,13.16834275,12
M,1.4,1.1625,0.3625,7.64019025,6.23689,9.48290775,9
I,1.0625,0.8125,0.275,3.01922175,2.608154,4.80524025,8
F,1.7625,1.4,0.5125,17.690088,14.18892475,28.10852925,10
M,1.1,0.9125,0.3125,4.3941725,3.231843,6.10931725,10
M,1.5625,1.2,0.4625,8.107957,8.221355,16.6411565,8
F,1.2875,1,0.425,7.93786,4.97533725,7.314171,16
F,1.5,1.2625,0.475,10.20582,7.257472,12.43125575,13
I,0.4875,0.3375,0.1,0.26932025,0.1417475,0.38271825,4
M,1.4875,1.1375,0.3875,10.3475675,5.96756975,11.793392,14
F,1.5625,1.225,0.4375,10.3475675,7.0023265,15.77649675,11
M,1.475,1.1125,0.35,7.93786,6.633783,10.092422,12
M,1.4875,1.1875,0.4,16.44271,6.633783,11.566596,21
M,1.5,1.2,0.4375,11.7650425,7.75358825,11.69416875,13
M,1.425,1.1625,0.3125,6.80388,5.00368675,10.73028575,15
F,1.175,0.9,0.325,4.252425,3.231843,5.159609,10
F,1.2875,1.075,0.35,6.520385,5.6699,10.4042665,8
F,1.775,1.325,0.4875,19.43358225,11.52407175,19.15008725,12
M,1.2125,1.025,0.375,7.5126175,4.60679375,6.81805475,13
M,0.9375,0.75,0.25,2.3530085,1.34660125,2.948348,11
M,1.5375,1.1875,0.3875,8.788345,7.32834575,12.40290625,11
I,1.0125,0.7875,0.2625,2.83495,2.22543575,4.55009475,9
F,1.8,1.4375,0.5375,17.066399,13.67863375,24.28134675,12
F,1.525,1.2375,0.4125,8.9867915,7.7394135,12.82814875,9
I,1.4625,1.125,0.375,7.1724235,5.76912325,11.26892625,8
M,1.4375,1.0875,0.325,9.07184,6.293589,10.432616,10
I,1.1,0.875,0.275,3.2601925,2.53728025,4.46504625,6
I,0.5375,0.3875,0.15,0.4252425,0.46776675,0.5953395,5
M,1.475,1.15,0.35,7.37087,6.13766675,14.061352,9
I,1.05,0.775,0.25,2.62232875,1.74349425,3.18931875,8
M,1.625,1.275,0.4375,10.319218,7.38504475,17.98775775,12
I,0.6875,0.5125,0.1625,0.963883,0.5953395,1.1623295,5
M,0.8,0.6125,0.1875,1.3891255,1.077281,1.65844575,11
I,1.4375,1.125,0.3375,6.7755305,5.99591925,9.56795625,11
I,0.9125,0.675,0.225,1.85689225,1.3891255,2.84912475,6
I,0.875,0.65,0.2375,1.927766,1.587572,2.438057,7
F,1.4375,1.125,0.425,10.9145575,4.83358975,10.70193625,18
I,1.275,0.9875,0.3875,4.7343665,3.07592075,6.98815175,8
I,1.2875,1.0375,0.3375,6.9456275,4.309124,8.0796075,10
M,1.225,0.8875,0.3875,7.10154975,5.71242425,13.1825175,8
I,1.3,0.95,0.2875,4.03980375,4.819415,9.31281075,7
F,1.2875,1.0625,0.3375,7.087375,4.55009475,7.55514175,11
I,0.975,0.7375,0.2375,2.1262125,1.2757275,2.48058125,7
M,1.5625,1.2625,0.5375,12.3320325,8.1363065,14.061352,22
M,1.475,1.15,0.3625,7.2291225,6.80388,10.77281,10
M,1.4,1.125,0.35,6.180191,5.159609,13.380964,7
F,1.3375,1.0625,0.3875,7.087375,4.43669675,8.561549,16
M,1.6,1.2875,0.2,4.9611625,4.97533725,14.5999925,10
I,1.325,1.05,0.3,5.0178615,3.9972795,7.24329725,7
M,1.7125,1.2625,0.475,11.623295,11.49572225,18.9091165,10
F,1.2375,0.9375,0.375,5.046211,3.8271825,7.41339425,11
M,1.25,0.95,0.3875,5.6699,4.5642695,6.05261825,12
M,1.5875,1.3,0.4375,10.4042665,7.6260155,17.0097,11
I,0.9375,0.725,0.2125,1.97029025,1.2757275,3.345241,7
I,1.2875,0.9875,0.3125,4.819415,2.721552,7.64019025,8
I,1.0875,0.8125,0.25,2.9766975,2.36718325,3.78465825,6
M,1.575,1.2125,0.4,8.50485,7.7961125,17.6617385,10
F,1.5875,1.25,0.475,9.979024,8.63242275,16.8112535,8
I,0.7,0.525,0.1875,0.850485,0.75126175,1.5025235,6
M,1.425,1.125,0.3875,10.0640725,5.37223025,9.241937,14
F,1.35,1.05,0.35,5.953395,5.11708475,10.77281,9
I,1.3,1,0.35,4.7910655,4.12485225,7.881161,8
M,1.425,1.05,0.35,7.087375,4.6776675,11.793392,8
I,1.2875,1,0.3125,4.762716,3.33106625,7.5126175,9
M,1.425,1.2,0.45,8.3631025,5.6699,11.3114505,14
M,1.5,1.2375,0.4625,10.4042665,7.47009325,14.33067225,11
F,1.55,1.3,0.5625,11.1980525,7.654365,10.716111,23
I,1.4375,1.1875,0.425,7.7961125,8.051258,10.70193625,13
I,1.3625,1.05,0.4125,6.463686,6.22271525,12.00601325,8
I,0.75,0.5875,0.2,1.2190285,0.75126175,1.417475,4
M,1.5125,1.1375,0.4,9.2135875,8.54737425,11.9351395,9
F,1.4875,1.125,0.4125,7.9095105,7.15824875,13.891255,12
F,1.2625,1.0625,0.35,8.0796075,4.60679375,7.7961125,19
I,0.925,0.675,0.2375,1.74349425,1.1623295,3.75630875,6
F,1.4875,1.1375,0.35,7.6827145,6.30776375,11.04213025,9
M,1.4625,1.0125,0.375,9.2135875,5.726599,12.3320325,15
I,0.7875,0.5875,0.175,1.3324265,0.92135875,1.644271,7
I,1.4125,1.05,0.3875,6.5487345,5.273007,8.788345,9
M,1.175,0.9,0.2625,3.6570855,3.95475525,7.654365,7
M,1.5125,1.175,0.45,10.9145575,7.95203475,10.64523725,15
I,1.0125,0.775,0.275,2.82077525,5.88252125,11.793392,8
M,1.5875,1.2875,0.4,9.7805775,7.994559,15.26620575,11
M,1.7375,1.2875,0.4375,11.056305,11.63746975,16.386011,15
I,0.9,0.6625,0.2125,1.5592225,1.45999925,2.05533875,6
F,1.5,1.125,0.35,8.2497045,5.5281525,9.70970375,11
M,0.7,0.5,0.2,0.850485,0.60951425,0.9355335,5
F,1.4125,1.125,0.4,6.520385,4.40834725,10.21999475,12
F,1.5875,1.2125,0.3875,9.922325,5.59902625,13.2392165,11
M,1.1875,0.925,0.3125,4.252425,3.44446425,6.293589,9
M,1.5625,1.2375,0.3875,9.63883,5.51397775,13.04077,9
I,1.2375,0.95,0.325,4.53592,3.288542,6.19436575,7
M,1.5,1.2375,0.4125,9.63883,7.86698625,13.7495075,15
I,1.125,0.8375,0.2625,3.3735905,4.3374735,6.61960825,7
I,1.2,0.8875,0.2875,5.216308,3.005047,7.087375,8
F,1.5125,1.2125,0.4125,9.355335,5.8116475,12.3887315,14
M,1.45,1.075,0.325,6.47786075,4.9044635,10.3475675,10
I,0.9,0.675,0.2125,1.5025235,0.963883,2.56562975,7
M,1.4625,1.1375,0.3625,7.314171,7.61184075,11.18387775,10
I,1.1625,0.8875,0.3,5.216308,2.59397925,7.2291225,8
M,1,0.8,0.2375,2.83495,1.70097,3.78465825,7
I,1.35,1.075,0.425,6.80388,5.14543425,10.56018875,9
I,1.325,1.0375,0.3625,7.5126175,5.2446575,10.90038275,21
F,1.8125,1.4,0.525,28.4912475,11.283101,18.427175,18
M,1.6625,1.2875,0.5,12.360382,7.58349125,14.50076925,12
I,1.175,0.8875,0.3,3.86970675,2.36718325,3.572037,6
F,1.025,0.8125,0.2625,3.40194,2.1829115,4.5075705,10
F,1.425,1.0625,0.325,5.57067675,4.94698775,10.47514025,8
I,0.7875,0.575,0.2,1.26155275,0.8788345,1.54504775,5
F,1.675,1.3,0.375,10.489315,9.865626,14.7133905,13
F,1.1625,0.875,0.2875,3.81300775,2.5798045,4.43669675,9
F,1.675,1.4625,0.4,11.7083435,8.34892775,15.43630275,10
I,1.375,1.0625,0.375,5.953395,4.989512,9.6104805,8
I,0.9125,0.7,0.225,1.71514475,1.020582,2.45223175,7
M,1.15,0.8625,0.3,3.742134,3.33106625,6.90310325,8
M,1.725,1.35,0.4625,15.7339725,10.0073735,15.1102835,24
M,1.1875,0.8875,0.3,3.8271825,2.87747425,6.633783,8
F,1.75,1.4,0.4375,11.283101,9.28446125,24.39474475,11
I,1.3125,1,0.3125,4.649318,3.92640575,10.4609655,9
F,1.1875,0.9375,0.3125,4.3941725,2.4097075,7.86698625,10
I,0.5125,0.35,0.125,0.38271825,0.340194,0.46776675,6
I,1,0.775,0.25,2.664853,1.70097,3.685435,6
M,1.525,1.1875,0.375,6.9456275,6.7188315,17.57669,9
I,1.1,0.8,0.2625,3.40194,2.097863,4.97533725,9
F,1.7,1.375,0.4375,12.17611025,7.994559,20.2131935,11
I,1.0625,0.775,0.2375,2.83495,2.0128145,4.66349275,8
F,1.5125,1.1625,0.3875,7.32834575,7.55514175,15.5071765,10
I,0.95,0.7125,0.225,2.19708625,1.1056305,2.84912475,7
I,1.1,0.85,0.25,2.9199985,2.08368825,5.9250455,7
M,1.5375,1.2125,0.5375,8.221355,4.989512,11.963489,11
F,1.1625,0.9375,0.3375,6.520385,3.6570855,6.30776375,16
M,1.6375,1.2625,0.4125,9.4970825,7.427569,17.10892325,10
I,1,0.7875,0.2125,2.16873675,1.65844575,3.288542,6
F,1.4125,1.225,0.3875,7.2291225,6.22271525,11.4815475,11
F,1.125,0.875,0.3125,4.1106775,2.551455,5.2446575,11
F,1.25,1,0.3125,5.2446575,3.572037,6.78970525,10
M,1.175,0.9625,0.3375,4.819415,3.40194,7.83863675,8
F,1.4375,1.1875,0.4,7.6827145,6.2652395,10.21999475,9
M,1.6875,1.3125,0.4,10.04989775,7.81028725,16.215914,13
I,1.3625,1.0125,0.325,4.932813,4.09650275,9.2702865,8
I,1.15,0.875,0.3,4.3941725,2.9766975,5.4714535,11
F,1.825,1.3875,0.45,13.99047825,5.57067675,18.58309725,10
I,0.85,0.625,0.225,1.5592225,0.9355335,2.19708625,6
F,1.5625,1.2125,0.4,9.87980075,7.3425205,16.7545545,9
F,1.75,1.3875,0.55,12.8990225,12.14776075,18.3421265,11
F,1.2875,1.0875,0.425,6.123492,3.1467945,7.83863675,12
M,1.4375,1.125,0.4625,9.922325,5.5848515,9.695529,12
F,1.4125,1.125,0.3625,6.3786375,4.77689075,11.94931425,8
M,1.5625,1.25,0.45,10.50348975,8.5898985,18.2854275,12
M,1.7375,1.3125,0.4375,14.3164975,11.0279555,19.731252,12
I,1.25,0.9375,0.35,4.49339575,3.175144,7.030676,7
F,1.6125,1.2625,0.4125,9.4970825,8.54737425,15.592225,11
I,0.9125,0.6625,0.2125,1.70097,1.3891255,2.67902775,7
M,1.35,1.0875,0.45,9.2135875,6.406987,10.87203325,17
I,0.4375,0.3125,0.1,0.2551455,0.226796,0.26932025,4
F,0.9625,0.7875,0.275,2.36718325,1.80019325,3.47281375,10
I,1.05,0.8125,0.3125,3.2601925,2.90582375,4.46504625,9
F,0.875,0.6875,0.1625,1.984465,1.31825175,2.11203775,10
M,1.8375,1.3875,0.55,17.56251525,10.33339275,35.13920525,12
I,1.025,0.75,0.25,2.48058125,1.6159215,3.55786225,7
F,1.65,1.2875,0.45,15.7339725,9.53960675,15.30873,16
I,1.5,1.1875,0.375,7.654365,6.98815175,16.0174675,10
M,1.3125,1.075,0.4125,7.12989925,5.51397775,10.659412,16
M,1.625,1.2875,0.3125,9.28446125,8.0229085,14.84096325,9
F,1.475,1.1875,0.4,8.3631025,7.24329725,13.53688625,13
I,1.2375,0.825,0.25,4.252425,2.6932025,5.0178615,7
I,1.2625,0.95,0.3,5.10291,4.06815325,7.35669525,7
I,1.25,0.975,0.325,4.97533725,2.948348,5.99591925,9
I,1.0625,0.8125,0.275,2.83495,1.2757275,4.9044635,7
M,1.3875,1.15,0.4,7.7961125,5.48562825,9.48290775,10
I,1.025,0.75,0.225,2.70737725,2.0128145,3.6570855,8
F,1.5125,1.125,0.4875,8.9300925,8.20718025,13.6361095,13
I,1.025,0.825,0.2625,3.118445,2.097863,4.32329875,7
M,1.6125,1.25,0.4375,10.70193625,10.64523725,19.09338825,12
M,1.6625,1.2625,0.4,10.39009175,7.1724235,17.42076775,11
M,1.8,1.4125,0.5,14.9968855,10.9145575,20.354941,11
